,date,news title,news source(url),content summary,keywords,class_name,full Article 
46,2022-03-26 15:36:38+08:00,Old MRT train seats get new lease of life at Yishun void decks,https://www.straitstimes.com/singapore/old-mrt-train-seats-get-new-lease-of-life-in-yishun-void-decks,"Stripped from old MRT trains, 20 seats have been placed around the neighbourhood, providing extra spots for residents to rest.
The move also gives a new lease of life to Singapore's old trains, which some believe are now an important part of the country's history.
The first MRT trains started services on Nov 7, 1987.
Nee Soon GRC MP Louis Ng attended the event at Nee Soon Town Council in Yishun on Saturday (March 26), where he unveiled and installed a set of MRT seats.
Another Nee Soon East resident, Mr Ge Ge, 39, an electrical engineer, said: ""Recycling is important.","nee, council, soon, old, train, seats, yishun, lease, trains, void, mrt, town, decks, started, life",Yishun,"SINGAPORE - Walking around Yishun, one can come across green, red or blue chairs that evoke familiar memories but seem out of place at first glance. Stripped from old MRT trains, 20 seats have been placed around the neighbourhood, providing extra spots for residents to rest.

The project is one of the first community uses that public trains past their shelf life have been put to, in a tie-up between Nee Soon Town Council and the Land Transport Authority (LTA).

The 10 sets of two-seater train seats and system maps give the Housing Board void decks a different flavour, recycling materials that would otherwise have been sent to the junkyard.

The move also gives a new lease of life to Singapore's old trains, which some believe are now an important part of the country's history. The first MRT trains started services on Nov 7, 1987.

Nee Soon GRC MP Louis Ng attended the event at Nee Soon Town Council in Yishun on Saturday (March 26), where he unveiled and installed a set of MRT seats.

He"
47,2022-03-26 15:36:38+08:00,"Sadistic animal abuser in Yishun poisons family of 5 chicks, burns them",https://mothership.sg/2022/03/chicks-killed-yishun/,"The incident took place in the vicinity of Block 752 Yishun Street 72.
A Mothership.sg reader provided the tip-off, with photos showing the family of chicks before and after they were slaughtered.
Discovered dead one morningAccording to the tip-off, the whole family of chicks were discovered dead and mutilated on Feb. 21 morning.
Up till that day, the chicks were a regular fixture at the car park and void deck in the area.
Photos provided in the tip-off showed the family of chickens, including a rooster, at the void deck and car park.","burns, deck, tipoff, sadistic, abuser, yishun, provided, family, chicks, void, animal, block, poisons, person, 752",Yishun,"A sadistic animal abuser is allegedly still on the loose in Yishun after a family of five chicks were found poisoned and set on fire or had their bodies chemically burned as their feathers were stripped off.

The incident took place in the vicinity of Block 752 Yishun Street 72.

A Mothership.sg reader provided the tip-off, with photos showing the family of chicks before and after they were slaughtered.

Discovered dead one morning

According to the tip-off, the whole family of chicks were discovered dead and mutilated on Feb. 21 morning.

Up till that day, the chicks were a regular fixture at the car park and void deck in the area.

The person who provided the tip-off wrote: ""Understand from those sitting at the void deck that someone poisoned them in the middle of night and the carcass of the chicks look charred.""

""Not only did this person poison the chicks, he also poured chemicals on the tree that the hens sought shelter.""

""Look at these chicks. What harm did they do to this pers"
48,2022-03-26 15:36:38+08:00,Windows in several Yishun flats hit by metal ball bearings over past months,https://mothership.sg/2022/03/yishun-hit-by-metal-ball-bearing/,"At least 10 Yishun flats were reportedly hit with metal ball bearings over the past nine months.
The ball bearings resulted in damaged glass doors and windows.
She called the police and they came down to her home to investigate the matter but were unable to identify where the metal ball bearings were shot from.
Another affected resident told The Straits Times that the damage to her doors is estimated to cost S$900 to repair.
The nearest buildings to the affected flats, which may be where the culprit shot the ball bearings from, are Blocks 323 and 324 Yishun Central.","hit, metal, bearings, months, shot, glass, resident, yishun, told, residents, shin, past, ball, windows, min, flats",Yishun,"At least 10 Yishun flats were reportedly hit with metal ball bearings over the past nine months.

The ball bearings resulted in damaged glass doors and windows. In one case, the damage was estimated to cost about S$900 to repair.

The police are currently investigating.

Metal ball bearings

The flats that were hit were mainly located on the 8th to 10th floors of HDB blocks 347A and 347B of Adora Green, Yishun Avenue 11, according to Shin Min Daily News.

A resident, with the last name Xu, told Shin Min that she had first heard of the incident from other neighbours sometime last December. And a day after hearing the news, her glass window in her master bedroom was shot three times.

Xu said that the diameter of the hole was about half a centimetre, but the impact of the ball had caused cracks that stretched three centimetres long. The hits also left glass fragments all over the floor of her master bedroom.

She called the police and they came down to her home to investigate the matter "
49,2022-03-26 15:36:38+08:00,"Male teen, 17, allegedly attempts to molest 15-year-old girl at Yishun HDB block",https://mothership.sg/2022/03/teen-attempts-to-molest-girl-yishun/,"A 17-year-old boy had allegedly attempted to molest a 15-year-old girl as she was waiting for the lift at a HDB block in Yishun.
According to Shin Min Daily News, the incident happened at around 11am on Mar.
A photo of at least four police officers at the incident location was published on Shin Min's Facebook page.
The victim's father told Shin Min that the boy had grabbed his daughter's collar from behind.
The girl's father, who has another daughter, 19, told Shin Min that he has taught his two daughter martial arts.","molest, hdb, attempts, yishun, victims, girl, block, male, daughter, resisted, allegedly, 17yearold, min, 17, told, shin, teen, father, waiting",Yishun,"A 17-year-old boy had allegedly attempted to molest a 15-year-old girl as she was waiting for the lift at a HDB block in Yishun.

According to Shin Min Daily News, the incident happened at around 11am on Mar. 19 at Block 263 Yishun Street 22.

A photo of at least four police officers at the incident location was published on Shin Min's Facebook page.

Victim resisted and screamed

In an interview with Shin Min, the victim's 42-year-old father, who did not want to be named, explained that his daughter was on the way home when she encountered the 17-year-old teen.

She was waiting for the lift when he attempted to molest her.

The victim's father told Shin Min that the boy had grabbed his daughter's collar from behind.

""She was shocked and immediately turned around. She forcefully resisted and screamed,"" he added.

After her struggles successfully attracted the attention of other people, the 17-year-old gave up and run away.

The girl's father, who has another daughter, 19, told Shin Mi"
50,2022-03-26 15:36:38+08:00,"Wild boar runs into woman in Yishun, knocks her out for more than 15 minutes",https://mothership.sg/2022/03/wild-boar-yishun/,"A wild boar on the loose in Yishun ran into a woman and knocked her out on the ground for 15 minutes.
She told Shin Min Daily News she went to check on the woman after she was mowed down by the wild boar.
Woman knocked outThe eyewitness said the woman was with a little girl at the time.
The wild boar appeared even more flustered after the impact, as more members of the public stepped aside to avoid it.
Latest update:Previously, wild boar on the loose in Sengkang and PunggolPhotos via Shin Min Daily NewsFollow and listen to our podcast here","ground, glass, minutes, yishun, wild, ran, eyewitness, min, woman, 15, knocked, boar, knocks, runs",Yishun,"A wild boar on the loose in Yishun ran into a woman and knocked her out on the ground for 15 minutes.

The incident took place at around 6:40pm on March 9, at the relatively crowded open space in front of Block 846 Yishun Ring Road at Khatib Central.

Public checked on the woman

An eyewitness, a woman selling clothes in the vicinity, saw what happened.

She told Shin Min Daily News she went to check on the woman after she was mowed down by the wild boar.

""The wild boar had very long tusks and was not small,"" the eyewitness said.

""After the woman was knocked to the ground, members of the public stepped forward to help, and I hurriedly picked up the phone and dialled 995.""

Woman knocked out

The eyewitness said the woman was with a little girl at the time.

The little girl, overwhelmed, cried as she stayed beside the woman.

The woman had to lie down on the ground for more than 15 minutes.

Shin Min did not say how did the wild boar end up at the crowded Khatib Central area.

Knocked"
51,2022-03-26 15:36:38+08:00,"Wild boar in Yishun incident euthanised as ‘last resort’, NParks says",https://www.todayonline.com/singapore/wild-boar-yishun-incident-euthanised-last-resort-nparks-says-1855426,"On March 9, the wild boar was on the loose at a Yishun coffee shop and knocked over a woman.
The NParks team was first alerted to the incident at 7.11pm that day and arrived at the scene 12 minutes later.
Dr Loo said: ""Police officers were on site and saw the wild boar dash from the coffee shop and into Yishun Park.
The same wild boar came out and went to a rubbish point and then went back to the forest.""
The NParks team hoarded the boar in a confined area and continued to monitor it for almost two weeks.","urban, euthanised, went, nparks, yishun, wild, incident, resort, wildlife, woman, team, boar, loo",Yishun,"SINGAPORE — Following a public outcry over its decision to euthanise a wild boar that caused a commotion in a Yishun housing estate, an official from the National Parks Board (NParks) said that euthanasia was a “last resort” response.

In an interview with TODAY on Friday (March 25), Dr Adrian Loo, group director of wildlife management with NParks, said: ""We didn't want to translocate it because there is a risk that it might come out (to human-populated areas) again.

“The wild boar may have dispersed out (to open urban areas) because it was seeking a new place, or it got chased out by another herd of boars, or it was disorientated, or it was habituated to human food.""

If the boar was moved elsewhere, there may still be a risk of it returning to urban spaces such as roads, which may be a hazard to motorists, vehicular traffic and itself.

“This process of euthanising is usually something of a last resort,” Dr Loo added.

When asked why the boar may have ventured into a housing estate,"
52,2022-03-28 17:00:24+08:00,Euthanisation of Yishun Park wild boar based on science: NParks,https://www.straitstimes.com/singapore/environment/euthanisation-of-yishun-park-wild-boar-based-on-science-nparks,"SINGAPORE - The National Parks Board (NParks) has reiterated that the culling of a boar involved in an attack at Yishun was based on science, following remarks by the public and animal welfare groups that the move seemed retaliatory.
The boar, which knocked a woman unconscious at Block 846 Yishun Street 81, was euthanised humanely by NParks on March 20.
Dr Loo said: ""Yishun Park is quite small and while hunting the boar, we saw it run around and across paths in the park each day and night.""
He added that the boar might have also left the park area, given that Yishun Park is surrounded by a densely populated urban environment, and injured residents or caused accidents.
Dr Loo also clarified that the boar euthanised by NParks was the same boar that knocked a woman unconscious at the Khatib open-air plaza near Block 844 Yishun Street 81 on March 9.","based, euthanised, unconscious, nparks, yishun, euthanisation, wild, street, science, park, saw, woman, boar, loo",Yishun,"SINGAPORE - The National Parks Board (NParks) has reiterated that the culling of a boar involved in an attack at Yishun was based on science, following remarks by the public and animal welfare groups that the move seemed retaliatory.

The boar, which knocked a woman unconscious at Block 846 Yishun Street 81, was euthanised humanely by NParks on March 20.

In an interview last Friday (March 25), Dr Adrian Loo, group director of wildlife management at NParks, told The Straits Times that the boar had to be euthanised for public safety because it had been frequently seen crossing into areas frequented by people.

Dr Loo said: ""Yishun Park is quite small and while hunting the boar, we saw it run around and across paths in the park each day and night.""

He added that the boar might have also left the park area, given that Yishun Park is surrounded by a densely populated urban environment, and injured residents or caused accidents.

""We don't know if the boar was habituated in the area or if "
53,2022-03-11 19:16:30+08:00,"Customs seizes more than 2,000 cartons of illegal cigarettes, arrests 2 men in Yishun",https://www.straitstimes.com/singapore/courts-crime/customs-seizes-more-than-2000-cartons-of-illegal-cigarettes-arrests-2-men-in-yishun,"SINGAPORE - More than 2,000 cartons of duty-unpaid cigarettes were seized by Singapore Customs officers in an operation at a multi-storey carpark in Yishun Street 42 on Thursday (March 10).
Two Singaporean men, aged 26 and 31, were arrested during the operation, Singapore Customs said in a statement on Friday (March 11).
During the operation, Singapore Customs officers had observed two men standing in between two Singapore-registered vans with their side compartment doors opened.
The duty evaded amounted to about $172,160 and the goods and services tax (GST) evaded was $13,700.
Singapore Customs warned that buying, selling, conveying, delivering or storing duty-unpaid goods are serious offences under the Customs Act and GST Act.","singapore, vans, cigarettes, evaded, dutyunpaid, yishun, officers, duty, illegal, operation, customs, arrests, gst, 2000, cartons, men, seizes",Yishun,"SINGAPORE - More than 2,000 cartons of duty-unpaid cigarettes were seized by Singapore Customs officers in an operation at a multi-storey carpark in Yishun Street 42 on Thursday (March 10).

Two Singaporean men, aged 26 and 31, were arrested during the operation, Singapore Customs said in a statement on Friday (March 11).

During the operation, Singapore Customs officers had observed two men standing in between two Singapore-registered vans with their side compartment doors opened.

One of the vans had contained many brown boxes, said Singapore Customs.

Suspecting that the men were dealing with illegal cigarettes, the officers conducted a check and found 2,016 cartons of duty-unpaid cigarettes in the van.

A pouch suspected to contain controlled drugs and drug paraphernalia was also found in the other van.

The matter has been referred to police for further investigation.

The two men were arrested and the cigarette packets and vans were seized.

The duty evaded amounted to about $172"
54,2022-03-10 08:39:30+08:00,Yishun Neighbourhood Park: Hilltop Playground & Walk,https://www.littledayout.com/yishun-neighbourhood-park-hilltop-playground-walk-allotment/,"Yishun Neighbourhood Park is bounded by Yishun Avenues 7 and 2, and Yishun Streets 20 and 22.
Yishun Neighbourhood Park PlaygroundAt the top of hill is the Yishun Neighbourhood Park playground.
Other play elements at the Yishun Neighbourhood Park playground include a see-saw, teeter-totter and a pair of swings.
Open SummitA feature of Yishun Neighbourhood Park is that its summit is an open ground.
Other features at Yishun Neighbourhood ParkVisitors to Yishun Neighbourhood Park can also stop by a circular seating area.","playground, streets, space, neighbourhood, hilltop, hill, trees, yishun, park, swings, walk, summit",Yishun,"Sharing is caring!

Located at the town’s northern end is Yishun Neighbourhood Park, a hill where a climb is a rewarded with a tranquil open space and where families will also be able to find a hilltop playground.

Yishun Neighbourhood Park is bounded by Yishun Avenues 7 and 2, and Yishun Streets 20 and 22. It has paths leading up to its summit from Streets 20 and 22 and the junction of Avenue 2 and 7.

This hill was once part of an old rubber estate. Instead of rubber trees, nowadays, you will find beautiful plants, shrubs and other trees on the hill.

Yishun Neighbourhood Park Playground

At the top of hill is the Yishun Neighbourhood Park playground.

The main play structure at the sandy playground is a green, yellow and red tower which kids can climb up; just in case they haven’t expended enough energy getting to the top of the hill.

Other play elements at the Yishun Neighbourhood Park playground include a see-saw, teeter-totter and a pair of swings. One of the swings is bucket se"
55,2022-03-20 09:54:51+00:00,"17-Year-Old Allegedly Molests Girl At Yishun HDB Lift Lobby, Police Arrive To Investigate",https://mustsharenews.com/molest-girl-yishun/,"17-Year-Old Allegedly Attempts To Molest Girl At Yishun HDB On 19 MarWaiting at the lift lobby for an elevator is normally a brief, mundane part of everyday life.
However, on Saturday (19 Mar) morning, a 15-year-old girl was reportedly molested by another teen when she was waiting for the lift at an HDB block in Yishun.
Teen boy reportedly grabs girl from behind at Yishun HDBAt around 11am on Saturday (19 Mar), the 15-year-old girl was on her way home.
Shin Min Daily News reported that she fought back hard while screaming at the top of her lungs.
Featured image adapted from Shin Min Daily News on Facebook and Google Maps.","lift, hdb, girl, investigate, arrive, 15yearold, yishun, officers, lobby, incident, min, allegedly, 17yearold, molests, 19, boy, daily",Yishun,"17-Year-Old Allegedly Attempts To Molest Girl At Yishun HDB On 19 Mar

Waiting at the lift lobby for an elevator is normally a brief, mundane part of everyday life. Once in a blue moon, we may encounter something out of the ordinary, like a cat taking a lift to go up.

However, on Saturday (19 Mar) morning, a 15-year-old girl was reportedly molested by another teen when she was waiting for the lift at an HDB block in Yishun.

Source

Thankfully, she could defend herself and screamed as she tried to break free from him.

The 17-year-old boy let the girl go and fled the scene as attention was drawn to them.

Teen boy reportedly grabs girl from behind at Yishun HDB

At around 11am on Saturday (19 Mar), the 15-year-old girl was on her way home. She arrived at Block 263 Yishun Street 22 and waited for the lift.

Source

Suddenly, the teen boy grabbed her shirt collar from behind. The girl was startled and immediately turned around.

Shin Min Daily News reported that she fought back hard whi"
56,2022-03-15 07:30:42+08:00,Yishun Pond Park: Waterside Walk & Cafés With A View,https://www.littledayout.com/yishun-pond-park-cafe-waterside-walk-lookout-view/,"Yishun Pond Park provides a tranquil spot where visitors can enjoy a bit of respite in the midst of the busy urban neighbourhood.
Yishun Pond Park PromenadeYishun Pond Park is adjacent to Khoo Teck Puat Hospital.
Tzu Chi Humanistic Youth Centre with Cafes Looking Out to Yishun PondOn the western edge of Yishun Pond Park is the Tzu Chi Humanistic Youth Centre.
Yishun Pond Park GroveAt the northern end of Yishun Pond Park is a little, well-shaded grove.
Yishun Pond Park Lookout TowerA prominent feature of the park is the Yishun Pond Park Lookout Tower.","centre, waterside, cafés, view, humanistic, yishun, park, chi, pond, food, walk, lookout, hospital, youth",Yishun,"Sharing is caring!

Yishun Pond Park provides a tranquil spot where visitors can enjoy a bit of respite in the midst of the busy urban neighbourhood.

With vegetated areas planted with shrubs and marshland plants, the park is located along Yishun Central. Here are some sights and things that can be found along the edge of Yishun Pond.

Yishun Pond Park Promenade

Yishun Pond Park is adjacent to Khoo Teck Puat Hospital. It provides a place where hospital patients can step out for some fresh air as well as views of the pond.

A walk around Yishun Pond is around 1 km long.

Walking along the promenade in front of the hospital, there is a medical plant garden.

In addition, at the decking close to the southern corner of Yishun Pond Park, someone has also laid out the outlines for two hopscotch patterns.

Tzu Chi Humanistic Youth Centre with Cafes Looking Out to Yishun Pond

On the western edge of Yishun Pond Park is the Tzu Chi Humanistic Youth Centre. The centre can either be accessed fro"
